title,contributor,issued,format,fulltext_url,trove_url,trove_id,fulltext_url_type,issues,issues_with_text,directory
The Jackass : the First Australian General Hospital monthly,"Australia. Army. Australian General Hospital, 1st",1918,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-13289330,https://trove.nla.gov.au/work/18093204,nla.obj-13289330,digitised,2,2,the-jackass-the-first-australian-general-hospital--nla.obj-13289330
The Juvenile missionary magazine,London Missionary Society,1844-1887,"Periodical | Periodical/Journal, magazine, other | Microform",https://nla.gov.au/nla.obj-1393641138,https://trove.nla.gov.au/work/17576889,nla.obj-1393641138,digitised,34,34,the-juvenile-missionary-magazine-nla.obj-1393641138
"The Karoolian : the unofficial log of no. 1, A.H.S. Karoola",Karoola (Hospital ship),1918-1919,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-6026792,https://trove.nla.gov.au/work/27009913,nla.obj-6026792,digitised,2,1,the-karoolian-the-unofficial-log-of-no-1-a-h-s-kar-nla.obj-6026792
"The Kia-ora coo-ee : official magazine of the Australian and New Zealand forces in Egypt, Palestine, Salonica & Mesopotamia",New Zealand. Army. New Zealand Expeditionary Force,1918,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-8327183,https://trove.nla.gov.au/work/21254747,nla.obj-8327183,digitised,10,10,the-kia-ora-coo-ee-official-magazine-of-the-austra-nla.obj-8327183
The Kilburn Speedway star,Kilburn Speedways S.A,1900-1949,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-850092853,https://trove.nla.gov.au/work/6858561,nla.obj-850092853,digitised,19,19,the-kilburn-speedway-star-nla.obj-850092853
"The Kookaburra : First Divisional Base Depot, Tel-el-Kebir","Australia. Army. Divisional Base Depot, 1st",1916,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-69071575,https://trove.nla.gov.au/work/22424144,nla.obj-69071575,digitised,1,1,the-kookaburra-first-divisional-base-depot-tel-el--nla.obj-69071575
"The Literary news : a review and magazine of fact and fiction; the arts, sciences and belles lettres",,1837-1838,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-765536757,https://trove.nla.gov.au/work/18674223,nla.obj-765536757,digitised,26,26,the-literary-news-a-review-and-magazine-of-fact-an-nla.obj-765536757
The Log of the lunatic ship,,1910,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-262805405,https://trove.nla.gov.au/work/22424922,nla.obj-262805405,digitised,1,1,the-log-of-the-lunatic-ship-nla.obj-262805405
The Lone hand,"Lindsay, Norman, 1879-1969",1907-1921,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-358884931,https://trove.nla.gov.au/work/22260091,nla.obj-358884931,digitised,166,166,the-lone-hand-nla.obj-358884931
The Magical news,,1900-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-277034984,https://trove.nla.gov.au/work/35083877,nla.obj-277034984,digitised,2,2,the-magical-news-nla.obj-277034984
The Masseydonian stretcher : the official monthly journal of the No. 1 New Zealand Stationary Hospital,,1916,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-6475297,https://trove.nla.gov.au/work/7585479,nla.obj-6475297,digitised,1,1,the-masseydonian-stretcher-the-official-monthly-jo-nla.obj-6475297
The Militant,Communist League of Australia,1933-1972,Periodical/Newspaper | Periodical,http://nla.gov.au/nla.obj-320230446,https://trove.nla.gov.au/work/17330099,nla.obj-320230446,digitised,11,11,the-militant-nla.obj-320230446
"The N.S.W. Red Cross record / The Australian Red Cross Society, N.S.W. Division",Australian Red Cross Society. New South Wales Division,1914,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-73519713,https://trove.nla.gov.au/work/10955755,nla.obj-73519713,digitised,59,59,the-n-s-w-red-cross-record-the-australian-red-cros-nla.obj-73519713
The Native companion : an Australian monthly magazine of literature and life,,1907,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2164214954,https://trove.nla.gov.au/work/18691097,nla.obj-2164214954,digitised,4,4,the-native-companion-an-australian-monthly-magazin-nla.obj-2164214954
The New South Wales Aborigines' advocate : a monthly record of missionary work amongst the Aborigines / issued under the auspices of the N.S.W. Aborigines' Mission,N.S.W. Aborigines' Mission,1901-1908,"Periodical | Microform | Periodical/Newspaper | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-554406117,https://trove.nla.gov.au/work/11182910,nla.obj-554406117,digitised,80,80,the-new-south-wales-aborigines-advocate-a-monthly--nla.obj-554406117
The New South Wales Post Office directory,,1887-1908,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-518308191,https://trove.nla.gov.au/work/23458620,nla.obj-518308191,digitised,15,15,the-new-south-wales-post-office-directory-nla.obj-518308191
The New South Wales Post Office directory (Online),,1887-1908,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-518308191,https://trove.nla.gov.au/work/237945398,nla.obj-518308191,other,15,15,the-new-south-wales-post-office-directory-online-nla.obj-518308191
"The New South Wales magazine, or, Journal of general politics, literature, science, and the arts",,1843-2021,"Periodical | Periodical/Journal, magazine, other | Microform",https://nla.gov.au/nla.obj-1389135662,https://trove.nla.gov.au/work/5553137,nla.obj-1389135662,digitised,11,11,the-new-south-wales-magazine-or-journal-of-general-nla.obj-1389135662
The New South Wales school magazine of literature for our boys and girls,New South Wales. Department of Education,1950-1960,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-748141557,https://trove.nla.gov.au/work/10753694,nla.obj-748141557,digitised,180,180,the-new-south-wales-school-magazine-of-literature--nla.obj-748141557
"The New South Wales sporting and literary magazine, and racing calendar","Scott, D.C.F",1849,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-761671852,https://trove.nla.gov.au/work/18840551,nla.obj-761671852,digitised,1,1,the-new-south-wales-sporting-and-literary-magazine-nla.obj-761671852
The New South Wales sporting magazine,"Scott, D.C.F",1848,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-761667094,https://trove.nla.gov.au/work/18840486,nla.obj-761667094,digitised,3,3,the-new-south-wales-sporting-magazine-nla.obj-761667094
The New Triad,,1927-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-788254980,https://trove.nla.gov.au/work/5552221,nla.obj-788254980,digitised,12,12,the-new-triad-nla.obj-788254980
The Newcastle & Maitland business directory and Hunter River District almanac for the year ... : in three parts,,1800,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2967435315,https://trove.nla.gov.au/work/19573762,nla.obj-2967435315,digitised,2,2,the-newcastle-maitland-business-directory-and-hunt-nla.obj-2967435315
The Newcastle business directory and Hunter River District almanac for the year ..,,1800-1870,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2967440275,https://trove.nla.gov.au/work/19573727,nla.obj-2967440275,digitised,5,5,the-newcastle-business-directory-and-hunter-river--nla.obj-2967440275
The Newcastle city and country almanac & directory : with farm and garden calendar,,1800,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2967445207,https://trove.nla.gov.au/work/19573764,nla.obj-2967445207,digitised,12,12,the-newcastle-city-and-country-almanac-directory-w-nla.obj-2967445207
"The No. 5 : a magazine published by the patients and staff of No. 5 Australian General Hospital, St Kilda Road, Melbourne","Australia. Army. Australian General Hospital, 5th",1918,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-62308374,https://trove.nla.gov.au/work/22455283,nla.obj-62308374,digitised,3,3,the-no-5-a-magazine-published-by-the-patients-and--nla.obj-62308374
"The Oakshaw annual of N.S.W. : being a concise Vade Mecum of civic, economic, historic, and general information concerning New South Wales, for the student, the politician and the man and woman of affairs",,1897-1898,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2890342827,https://trove.nla.gov.au/work/22348075,nla.obj-2890342827,digitised,2,2,the-oakshaw-annual-of-n-s-w-being-a-concise-vade-m-nla.obj-2890342827
The Official directory and almanac of Australia,"Greville, Edward,",1883-1884,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2887633250,https://trove.nla.gov.au/work/19333659,nla.obj-2887633250,digitised,1,1,the-official-directory-and-almanac-of-australia-nla.obj-2887633250
The Official directory and year-book of Australia,"Greville, Edward, 1822-1903",1884,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2887634528,https://trove.nla.gov.au/work/19065188,nla.obj-2887634528,digitised,1,1,the-official-directory-and-year-book-of-australia-nla.obj-2887634528
The Order of service for the annual festival to be held in St. Andrew's Cathedral on the Feast of ... ... Sydney Diocesan Church Choir Association,Sydney Diocesan Church Choir Association,1800-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-657473276,https://trove.nla.gov.au/work/10388163,nla.obj-657473276,digitised,10,10,the-order-of-service-for-the-annual-festival-to-be-nla.obj-657473276
"The Outback battler : a quarterly magazine issued in bush interests / the organ of the Bush Publishing Scheme in South Australia; the Smith of Dunesk Presbyterian Mission, Far North, S.A.; the Smith of Dunesk Deaconess-Nursing Scheme, and Receiving Ward at Oodnadatta","Flynn, John, 1880-1951",1911,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2635870644,https://trove.nla.gov.au/work/12856105,nla.obj-2635870644,digitised,8,8,the-outback-battler-a-quarterly-magazine-issued-in-nla.obj-2635870644
The Parliament of the Commonwealth of Australia. - Manufactures encouragement act: return showing bounty paid during year ..,,1909-1915,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2347694280,https://trove.nla.gov.au/work/238040267,nla.obj-2347694280,digitised,7,7,the-parliament-of-the-commonwealth-of-australia-ma-nla.obj-2347694280
The Pastoralists' review : a journal and record of all matters affecting the pastoral and agricultural interests throughout Australasia,Pastoralists Association of Australia,1901-1912,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-481504128,https://trove.nla.gov.au/work/13165289,nla.obj-481504128,digitised,71,71,the-pastoralists-review-a-journal-and-record-of-al-nla.obj-481504128
"The Pioneer observer : ""pro bono matlow""",Australia. Royal Australian Navy,1915,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-7382927,https://trove.nla.gov.au/work/22476568,nla.obj-7382927,digitised,5,5,the-pioneer-observer-pro-bono-matlow-nla.obj-7382927
The Port Phillip magazine,,1843-2021,"Periodical | Periodical/Journal, magazine, other | Microform",https://nla.gov.au/nla.obj-1394058185,https://trove.nla.gov.au/work/10934610,nla.obj-1394058185,digitised,4,4,the-port-phillip-magazine-nla.obj-1394058185
The Presbyterian calendar of Australasia,"Macdonald, D. (Daniel), 1846-1927",1868-1893,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2870582690,https://trove.nla.gov.au/work/22486393,nla.obj-2870582690,digitised,5,4,the-presbyterian-calendar-of-australasia-nla.obj-2870582690
The Presbyterian calendar of Australasia,"Macdonald, D. (Daniel), 1846-1927",1868-1893,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2871533834,https://trove.nla.gov.au/work/22486393,nla.obj-2871533834,digitised,5,5,the-presbyterian-calendar-of-australasia-nla.obj-2871533834
"The Presbyterian calendar of Australasia, with educational register of Victoria for ...","Macdonald, D. (Daniel), 1846?-1927",1889-1892,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2871244738,https://trove.nla.gov.au/work/12960320,nla.obj-2871244738,digitised,4,4,the-presbyterian-calendar-of-australasia-with-educ-nla.obj-2871244738
The Queensland Lutheran,United Evangelical Lutheran Church in Australia. Queensland District,1943-1966,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-447071835,https://trove.nla.gov.au/work/27206356,nla.obj-447071835,digitised,1,1,the-queensland-lutheran-nla.obj-447071835
The Rabaul record,,1916-1918,Periodical/Newspaper | Periodical,http://nla.gov.au/nla.obj-11726468,https://trove.nla.gov.au/work/19050263,nla.obj-11726468,digitised,28,27,the-rabaul-record-nla.obj-11726468
The Repeal : official organ of the Passive Resisters' Union,Passive Resisters' Union,1913,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-8419088,https://trove.nla.gov.au/work/5540763,nla.obj-8419088,digitised,5,5,the-repeal-official-organ-of-the-passive-resisters-nla.obj-8419088
The Rising sun,Young Men's Christian Associations of Australia,1900-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-262991064,https://trove.nla.gov.au/work/11805423,nla.obj-262991064,digitised,1,1,the-rising-sun-nla.obj-262991064
The Royal South Australian almanack for..,"Bennett, J. F. (James F.)",1839-1842,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2871964687,https://trove.nla.gov.au/work/20870875,nla.obj-2871964687,digitised,2,2,the-royal-south-australian-almanack-for-nla.obj-2871964687
The Second Eighth,"Great Britain. Army. Essex Regiment. Battalion, 2/8th",1916,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-291866941,https://trove.nla.gov.au/work/32773398,nla.obj-291866941,digitised,1,1,the-second-eighth-nla.obj-291866941
The Silver stream songster,,1890-1900,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-614066685,https://trove.nla.gov.au/work/10087062,nla.obj-614066685,digitised,1,1,the-silver-stream-songster-nla.obj-614066685
The South Australian almanack and Adelaide and colonial directory for ..,"Cotter, Thomas Young",1840-1844,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2873318879,https://trove.nla.gov.au/work/6076929,nla.obj-2873318879,digitised,2,2,the-south-australian-almanack-and-adelaide-and-col-nla.obj-2873318879
The South Australian almanack for ..,"Murray, Andrew, 1813-1880",1852,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2873393376,https://trove.nla.gov.au/work/20861140,nla.obj-2873393376,digitised,1,1,the-south-australian-almanack-for-nla.obj-2873393376
"The South Australian almanack, and general colonial directory for ... ..","Allen, James, 1806-1886",1849-1851,"Periodical | Periodical/Journal, magazine, other | Microform",https://nla.gov.au/nla.obj-2873376897,https://trove.nla.gov.au/work/12368208,nla.obj-2873376897,digitised,2,2,the-south-australian-almanack-and-general-colonial-nla.obj-2873376897
The South Australian magazine,"Allen, James, 1806-1886",1841-2021,"Periodical | Periodical/Journal, magazine, other | Microform",https://nla.gov.au/nla.obj-1403577777,https://trove.nla.gov.au/work/5553149,nla.obj-1403577777,digitised,17,17,the-south-australian-magazine-nla.obj-1403577777
The South Australian temperance advocate,,1841,"Periodical | Periodical/Journal, magazine, other | Microform",https://nla.gov.au/nla.obj-1403589304,https://trove.nla.gov.au/work/10934510,nla.obj-1403589304,digitised,1,1,the-south-australian-temperance-advocate-nla.obj-1403589304
The South-Asian register,,1827-1828,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-597769314,https://trove.nla.gov.au/work/5525462,nla.obj-597769314,digitised,4,4,the-south-asian-register-nla.obj-597769314
The Southern cross gazette,,1917,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-12283902,https://trove.nla.gov.au/work/27012321,nla.obj-12283902,digitised,1,1,the-southern-cross-gazette-nla.obj-12283902
The Stretcher : journal of the Camel Brigade Field Ambulance,"Barrett, Charles L",1917,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-12770203,https://trove.nla.gov.au/work/22502045,nla.obj-12770203,digitised,2,2,the-stretcher-journal-of-the-camel-brigade-field-a-nla.obj-12770203
The Sydney coronal / by Charles M'Donald,"M'Donald, Charles, active 1838",1835-1836,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-753479079,https://trove.nla.gov.au/work/11415630,nla.obj-753479079,digitised,6,6,the-sydney-coronal-by-charles-m-donald-nla.obj-753479079
The Sydney once a week magazine,"Barlee, Charles Haynes",1878,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-760335335,https://trove.nla.gov.au/work/13572556,nla.obj-760335335,digitised,24,24,the-sydney-once-a-week-magazine-nla.obj-760335335
The Sydney protestant magazine,,1840-1841,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1393799271,https://trove.nla.gov.au/work/10753345,nla.obj-1393799271,digitised,1,1,the-sydney-protestant-magazine-nla.obj-1393799271
"The Tasmanian Royal Kalendar, colonial register, and almanack / Compiled by James Wood","Wood, James, 1802-1854",1849,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2879006508,https://trove.nla.gov.au/work/27599824,nla.obj-2879006508,digitised,1,1,the-tasmanian-royal-kalendar-colonial-register-and-nla.obj-2879006508
The Tasmanian almanack for ..,"Walch, J",1862,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2877382455,https://trove.nla.gov.au/work/17046725,nla.obj-2877382455,digitised,1,1,the-tasmanian-almanack-for-nla.obj-2877382455
The Tasmanian almanack for the year of our Lord ..,,1825,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2879850800,https://trove.nla.gov.au/work/21484810,nla.obj-2879850800,digitised,5,5,the-tasmanian-almanack-for-the-year-of-our-lord-nla.obj-2879850800
The Tasmanian flock book of Shropshire sheep / Tasmanian Shropshire Sheepbreeders' Association,Tasmanian Shropshire Sheepbreeders' Association,1895-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2963901772,https://trove.nla.gov.au/work/32287327,nla.obj-2963901772,digitised,1,1,the-tasmanian-flock-book-of-shropshire-sheep-tasma-nla.obj-2963901772
"The Tasmanian journal of natural science, agriculture, statistics, etc","Royal Society of Van Diemen's Land for Horticulture, Botany, and the Advancement of Science",1842-2021,"Periodical | Periodical/Journal, magazine, other | Microform",https://nla.gov.au/nla.obj-1398693046,https://trove.nla.gov.au/work/6212677,nla.obj-1398693046,digitised,22,22,the-tasmanian-journal-of-natural-science-agricultu-nla.obj-1398693046
The Tassie times magazine / 40th Battn A.I.F,"Australia. Army. Battalion, 40th",1910,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-18371293,https://trove.nla.gov.au/work/22511805,nla.obj-18371293,digitised,1,1,the-tassie-times-magazine-40th-battn-a-i-f-nla.obj-18371293
"The Torch and colonial book circular : including classified lists of new publications--English, American and colonial--in all departments of literature, science and art / edited by Edward Augustus Petherick","Petherick, Edward Augustus, 1847-1917",1887-1892,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2256482624,https://trove.nla.gov.au/work/21280303,nla.obj-2256482624,digitised,18,18,the-torch-and-colonial-book-circular-including-cla-nla.obj-2256482624
The Treasurer's statement of receipts and expenditure,Australia. Treasury,1900-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2126009441,https://trove.nla.gov.au/work/11387037,nla.obj-2126009441,digitised,1,1,the-treasurer-s-statement-of-receipts-and-expendit-nla.obj-2126009441
The Twenty-Second's echo : random shots from the red and purple diamonds,"Australia. Army. Battalion, 22nd",1918-1919,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-6375240,https://trove.nla.gov.au/work/22534195,nla.obj-6375240,digitised,1,1,the-twenty-second-s-echo-random-shots-from-the-red-nla.obj-6375240
The United Aborigines messenger,United Aborigines Mission,1929-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-531348827,https://trove.nla.gov.au/work/5694018,nla.obj-531348827,digitised,299,299,the-united-aborigines-messenger-nla.obj-531348827
The Van Diemen's Land pocket almanack for the year of our Lord ..,,1824,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2879839204,https://trove.nla.gov.au/work/21481707,nla.obj-2879839204,digitised,1,1,the-van-diemen-s-land-pocket-almanack-for-the-year-nla.obj-2879839204
The Vestalian gazette,,1916,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-7640722,https://trove.nla.gov.au/work/27012354,nla.obj-7640722,digitised,1,1,the-vestalian-gazette-nla.obj-7640722
The Victorian congregational year book and Australasian calendar,Congregational Union of Victoria,1867-1912,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2865779556,https://trove.nla.gov.au/work/5528282,nla.obj-2865779556,digitised,4,4,the-victorian-congregational-year-book-and-austral-nla.obj-2865779556
The Victorian historical magazine,Historical Society of Victoria,1900-2021,"Periodical | Periodical/Journal, magazine, other | Microform",http://nla.gov.au/nla.obj-369015661,https://trove.nla.gov.au/work/11645432,nla.obj-369015661,digitised,1,1,the-victorian-historical-magazine-nla.obj-369015661
The Warrnambool Standard almanac and tourists' guide to Warrnambool & district for ..,,1883-1930,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2865898400,https://trove.nla.gov.au/work/24007827,nla.obj-2865898400,digitised,12,12,the-warrnambool-standard-almanac-and-tourists-guid-nla.obj-2865898400
The Warrnambool almanac for ... and town and district guide,,1875,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2865893327,https://trove.nla.gov.au/work/24007692,nla.obj-2865893327,digitised,1,1,the-warrnambool-almanac-for-and-town-and-district--nla.obj-2865893327
The Woman's leader and the common cause,,1900-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-324572522,https://trove.nla.gov.au/work/18683188,nla.obj-324572522,digitised,2,2,the-woman-s-leader-and-the-common-cause-nla.obj-324572522
The Work of the committee during the ... Parliament / Senate Standing Committee for the Scrutiny of Bills,Australia. Parliament. Senate. Standing Committee for the Scrutiny of Bills,1993-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-944584944,https://trove.nla.gov.au/work/26587806,nla.obj-944584944,digitised,5,5,the-work-of-the-committee-during-the-parliament-se-nla.obj-944584944
The Year-book of Australia,"Greville, Edward, 1822-1903",1885-1917,"Periodical | Periodical/Journal, magazine, other | Government publication | Microform",https://nla.gov.au/nla.obj-2887641318,https://trove.nla.gov.au/work/19480827,nla.obj-2887641318,digitised,6,6,the-year-book-of-australia-nla.obj-2887641318
The book lover : a literary review,,1899-1921,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-651822092,https://trove.nla.gov.au/work/18536801,nla.obj-651822092,digitised,32,32,the-book-lover-a-literary-review-nla.obj-651822092
The bulletin,"Butler, S. T. (Stuart Thomas)",1880-2021,"Periodical | Periodical/Newspaper | Periodical/Journal, magazine, other | Microform",https://nla.gov.au/nla.obj-68375465,https://trove.nla.gov.au/work/11500235,nla.obj-68375465,digitised,5418,5418,the-bulletin-nla.obj-68375465
The bush brother : a quarterly paper,"Brotherhood of the Good Shepherd (Dubbo, N.S.W.)",1904-1980,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-518307792,https://trove.nla.gov.au/work/13163013,nla.obj-518307792,digitised,188,188,the-bush-brother-a-quarterly-paper-nla.obj-518307792
The deaf advocate : the official magazine of the New South Wales deaf,,1931-1937,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2590086507,https://trove.nla.gov.au/work/239052201,nla.obj-2590086507,other,16,16,the-deaf-advocate-the-official-magazine-of-the-new-nla.obj-2590086507
The first post,"Australia. Army. Australian Imperial Force (1939-1945). Battalion, 2/1st",1940-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-7907113,https://trove.nla.gov.au/work/5571854,nla.obj-7907113,digitised,1,1,the-first-post-nla.obj-7907113
The kia ora coo-ee news,,1918,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-8384876,https://trove.nla.gov.au/work/7552590,nla.obj-8384876,digitised,18,18,the-kia-ora-coo-ee-news-nla.obj-8384876
The pitch & toss,Australia. Army. Australian Imperial Force (1914-1921),1916,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-9149219,https://trove.nla.gov.au/work/33293119,nla.obj-9149219,digitised,3,3,the-pitch-toss-nla.obj-9149219
The progress of demobilisation and re-establishment : bulletin,Australia. Department of Post-war Reconstruction,1946,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-971558208,https://trove.nla.gov.au/work/8343776,nla.obj-971558208,digitised,3,3,the-progress-of-demobilisation-and-re-establishmen-nla.obj-971558208
"The radical reformer, or People's advocate",,1819-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2930899880,https://trove.nla.gov.au/work/156084092,nla.obj-2930899880,digitised,10,10,the-radical-reformer-or-people-s-advocate-nla.obj-2930899880
The red & white diamond,"Australia. Army. Battalion, 24th",1918-1919,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-24489236,https://trove.nla.gov.au/work/22478322,nla.obj-24489236,digitised,5,5,the-red-white-diamond-nla.obj-24489236
The royal kalendar and guide to Tasmania for ... / by Hugh Munro Hull,"Hull, Hugh Munro, 1818-1882",1857-1860,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2880004294,https://trove.nla.gov.au/work/20938743,nla.obj-2880004294,digitised,1,1,the-royal-kalendar-and-guide-to-tasmania-for-by-hu-nla.obj-2880004294
"The school magazine of literature for our boys and girls / Department of Education, New South Wales",New South Wales. Department of Education,1916-1949,"Periodical | Periodical/Journal, magazine, other | Government publication",http://nla.gov.au/nla.obj-748113553,https://trove.nla.gov.au/work/19349088,nla.obj-748113553,digitised,1170,1170,the-school-magazine-of-literature-for-our-boys-and-nla.obj-748113553
"The sugar journal and tropical cultivator : circulating in Queensland, New South Wales, Fiji, Mauritius and other tropical and subtropical countries",,1892-1900,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-651791958,https://trove.nla.gov.au/work/19161844,nla.obj-651791958,digitised,11,11,the-sugar-journal-and-tropical-cultivator-circulat-nla.obj-651791958
The swastika / Friends' High School,Friends High School,1916,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2819421546,https://trove.nla.gov.au/work/34886101,nla.obj-2819421546,digitised,1,1,the-swastika-friends-high-school-nla.obj-2819421546
The true Catholic ; or Tasmanian evangelical miscellany,,1800,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1395584280,https://trove.nla.gov.au/work/6335780,nla.obj-1395584280,digitised,6,6,the-true-catholic-or-tasmanian-evangelical-miscell-nla.obj-1395584280
The wireless weekly : the hundred per cent Australian radio journal / -1943,Australasian Radio Relay League,1920-1943,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-589648812,https://trove.nla.gov.au/work/16863847,nla.obj-589648812,digitised,1069,1069,the-wireless-weekly-the-hundred-per-cent-australia-nla.obj-589648812
Tjakulpa,Papunya Literature Production Centre,1979-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-939565059,https://trove.nla.gov.au/work/23280118,nla.obj-939565059,digitised,19,19,tjakulpa-nla.obj-939565059
Tjakulpa kuwarritja,Papunya Literature Production Centre,1982-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-939569062,https://trove.nla.gov.au/work/17855329,nla.obj-939569062,digitised,24,24,tjakulpa-kuwarritja-nla.obj-939569062
Tjakulpa kuwarritja (Papunya School),Papunya School,1990-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1311682981,https://trove.nla.gov.au/work/235647473,nla.obj-1311682981,digitised,9,9,tjakulpa-kuwarritja-papunya-school-nla.obj-1311682981
