title,contributor,issued,format,fulltext_url,trove_url,trove_id,fulltext_url_type
Good bulls guide (Online),Australian Dairy Herd Improvement Scheme,2010-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2816024605,https://trove.nla.gov.au/work/38682852,nla.obj-2816024605,edeposit
Newsletter (Friends of Caroline Chisholm : Online),Friends of Caroline Chisholm,2010-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1632997606,https://trove.nla.gov.au/work/38682854,nla.obj-1632997606,edeposit
Australian vocational education & training statistics,National Centre for Vocational Education Research (Australia),2011-2021,"Archived website | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-410262241,https://trove.nla.gov.au/work/38695744,nla.obj-410262241,edeposit
Newsletter / Cairns Art Society,Cairns Art Society,1900-2021,"Periodical | Periodical/Journal, magazine, other",https://www.nla.gov.au/nla.obj-2730377284,https://trove.nla.gov.au/work/38705772,nla.obj-2730377284,edeposit
"The epoch times (Hurstville, N.S.W. : Online)",,2019-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1403277892,https://trove.nla.gov.au/work/38708774,nla.obj-1403277892,edeposit
Livestock Farm Monitor Project (Online),"Victoria. Department of Economic Development, Jobs, Transport and  Resources & Rural Finance Corporation",2010-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-381735431,https://trove.nla.gov.au/work/38730427,nla.obj-381735431,edeposit
Living well with grief (Online),Leukaemia Foundation (Australia),2006-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-874321979,https://trove.nla.gov.au/work/38766139,nla.obj-874321979,edeposit
On air (Asthma Foundation of Western Australia),Asthma Foundation of Western Australia,2010-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2567607061,https://trove.nla.gov.au/work/38775028,nla.obj-2567607061,edeposit
Municipal emergency management plan / City of Whittlesea,Whittlesea (Vic.). Council,2010-2021,"Government publication | Book | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2927079934,https://trove.nla.gov.au/work/38779917,nla.obj-2927079934,edeposit
Municipal emergency management plan / City of Whittlesea,Whittlesea (Vic.). Council,2010-2021,"Government publication | Book | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2927024519,https://trove.nla.gov.au/work/38779917,nla.obj-2927024519,edeposit
"Associations (Artarmon, N.S.W. Online)",Associations Forum,2010-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-279732758,https://trove.nla.gov.au/work/38782669,nla.obj-279732758,edeposit
Research messages (Online),National Centre for Vocational Education Research (Australia),2009-2021,"Periodical | Periodical/Journal, magazine, other | Archived website",https://nla.gov.au/nla.obj-410820901,https://trove.nla.gov.au/work/38782670,nla.obj-410820901,edeposit
Quality of care report / Monash Health,"Monash Health (Melbourne, Vic.)",2000-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-446486695,https://trove.nla.gov.au/work/38791526,nla.obj-446486695,edeposit
10 of the best research projects (Online),National Health and Medical Research Council (Australia),2008-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-814675861,https://trove.nla.gov.au/work/38804978,nla.obj-814675861,edeposit
"Strategic assessment for the water access program Midlands Water Scheme, Tasmania : supplementary report : Environment Protection and Biodiversity Conservation Act 1999 / Department of Primary Industries, Parks, Water and Environment","Tasmania. Department of Primary Industries, Parks, Water and Environment",2010-2011,"Government publication | Book/Illustrated | Periodical | Periodical/Journal, magazine, other | Book",https://nla.gov.au/nla.obj-1863278861,https://trove.nla.gov.au/work/38812285,nla.obj-1863278861,edeposit
"Strategic assessment for the water access program Midlands Water Scheme, Tasmania : supplementary report : Environment Protection and Biodiversity Conservation Act 1999 / Department of Primary Industries, Parks, Water and Environment","Tasmania. Department of Primary Industries, Parks, Water and Environment",2010-2011,"Government publication | Book/Illustrated | Periodical | Periodical/Journal, magazine, other | Book",https://nla.gov.au/nla.obj-1382279554,https://trove.nla.gov.au/work/38812285,nla.obj-1382279554,edeposit
"Biosolids info sheet [EPA Division, Department of Primary Industries, Parks, Water and Environment]","Tasmania. Department of Primary Industries, Parks, Water and Environment",2000,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1863277611,https://trove.nla.gov.au/work/38826865,nla.obj-1863277611,edeposit
"Axon (Canberra, A.C.T.)",University of Canberra,2011-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-450262931,https://trove.nla.gov.au/work/38860860,nla.obj-450262931,edeposit
Ranges reader (Online),Friends of Macedon Ranges Libraries,2000-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2816323955,https://trove.nla.gov.au/work/38881327,nla.obj-2816323955,edeposit
Report on the Sanitary [Sanatory] Station for the year... / Victoria. Chief Medical Officer,Victoria. Chief Medical Officer,1858-1884,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2638837479,https://trove.nla.gov.au/work/5260858,nla.obj-2638837479,digitised
ATSE focus,Australian Academy of Technological Sciences and Engineering,1900-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-422891501,https://trove.nla.gov.au/work/5271438,nla.obj-422891501,edeposit
Disability update / Disability Services Commission,Western Australia. Disability Services Commission,1999-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2807937029,https://trove.nla.gov.au/work/5335264,nla.obj-2807937029,edeposit
"Guardian (Surry Hills, N.S.W.)",Communist Party of Australia,1900-2021,"Periodical | Periodical/Journal, magazine, other | Periodical/Newspaper | Microform",https://nla.gov.au/nla.obj-2717128974,https://trove.nla.gov.au/work/5372398,nla.obj-2717128974,edeposit
Novyĭ mir,Soi︠u︡z pisateleĭ SSSR,1925-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-19641676,https://trove.nla.gov.au/work/5406045,nla.obj-19641676,digitised
Report to the Council of the League of Nations on the administration of the Territory of New Guinea,Australia. Governor-General,1921-2021,"Periodical | Periodical/Journal, magazine, other | Government publication | Microform",https://nla.gov.au/nla.obj-228879604,https://trove.nla.gov.au/work/5407454,nla.obj-228879604,digitised
Report to the Council of the League of Nations on the administration of the Territory of New Guinea,Australia. Governor-General,1921-2021,"Periodical | Periodical/Journal, magazine, other | Government publication | Microform",https://nla.gov.au/nla.obj-324059207,https://trove.nla.gov.au/work/5407454,nla.obj-324059207,digitised
Report to the League of Nations on the administration of the Territory of New Guinea,Australia. Governor-General,1921-1925,"Periodical | Periodical/Journal, magazine, other | Government publication | Microform",https://nla.gov.au/nla.obj-2590388577,https://trove.nla.gov.au/work/5416865,nla.obj-2590388577,digitised
The groove / Blues Association of South East Queensland,Blues Association of South East Queensland,1999-2021,"Periodical | Periodical/Journal, magazine, other",https://www.nla.gov.au/nla.obj-2730306803,https://trove.nla.gov.au/work/5457193,nla.obj-2730306803,edeposit
"Report upon the operations of the sub-departments of Aboriginals, Prisons, Government Relief, Diamantina Hospital for Chronic Diseases (South Brisbane), Jubilee Sanatorium for Consumptives (Dalby), Dunwich Benevolent Asylum, and Institution for Inebriates",Queensland. Department of Health and Home Affairs,1900-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-54033070,https://trove.nla.gov.au/work/5487640,nla.obj-54033070,digitised
Newsletter (NSW Camellia Research Society : Online),NSW Camellia Research Society,1994-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-410748270,https://trove.nla.gov.au/work/5491251,nla.obj-410748270,edeposit
Report of the Commissioner of Taxation,Australian Taxation Office,1923-1984,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1318648344,https://trove.nla.gov.au/work/5497705,nla.obj-1318648344,digitised
Report of the Commissioner of Taxation,Australian Taxation Office,1923-1984,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1905092999,https://trove.nla.gov.au/work/5497705,nla.obj-1905092999,digitised
Report of the Commissioner of Taxation,Australian Taxation Office,1923-1984,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1968569455,https://trove.nla.gov.au/work/5497705,nla.obj-1968569455,digitised
Tasmania Tomorrow news (Online),Tasmania Tomorrow Project Team,2007-2008,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1909033382,https://trove.nla.gov.au/work/5523350,nla.obj-1909033382,edeposit
"Cosmos (Sydney, N.S.W.)",,1894-1899,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-448459342,https://trove.nla.gov.au/work/5525160,nla.obj-448459342,digitised
"Month (Sydney, N.S.W.)","Moore, J. Sheridan",1857-1860,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-597762006,https://trove.nla.gov.au/work/5525268,nla.obj-597762006,digitised
The South-Asian register,,1827-1828,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-597769314,https://trove.nla.gov.au/work/5525462,nla.obj-597769314,digitised
Mackay's Australian almanac for ..,"Ramsay, T.M.",1861-1877,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-448176790,https://trove.nla.gov.au/work/5527002,nla.obj-448176790,digitised
Wragge's Australasian almanac and weather guide for land and sea,,1898-1903,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2885650322,https://trove.nla.gov.au/work/5527012,nla.obj-2885650322,digitised
Tegg's New South Wales pocket almanac and remembrancer,,1836-1844,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-754081281,https://trove.nla.gov.au/work/5527029,nla.obj-754081281,digitised
Williams's Melbourne almanac,,1855-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-759848737,https://trove.nla.gov.au/work/5527078,nla.obj-759848737,digitised
Jahrbuch uber die Evangelisch-Lutherische Mission in Neuguinea,,1925,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-291668456,https://trove.nla.gov.au/work/5527823,nla.obj-291668456,digitised
The Victorian congregational year book and Australasian calendar,Congregational Union of Victoria,1867-1912,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2865779556,https://trove.nla.gov.au/work/5528282,nla.obj-2865779556,digitised
The Victorian congregational year book and Australasian calendar,Congregational Union of Victoria,1867-1912,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2880845239,https://trove.nla.gov.au/work/5528282,nla.obj-2880845239,digitised
"Agora (Melbourne, Vic.)",Victorian Historical Association,1900-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-469757926,https://trove.nla.gov.au/work/5528735,nla.obj-469757926,edeposit
War chest review,Australian Comforts Fund,1918-1919,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-87088532,https://trove.nla.gov.au/work/5529042,nla.obj-87088532,digitised
Murray's Austral-Asiatic review,,1828,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-358892258,https://trove.nla.gov.au/work/5531241,nla.obj-358892258,digitised
"Blackwood magazine (Blackwood, S.A.)","Blackwood, Coromandel and Belair Club. Literary Society",1914,"Periodical | Periodical/Journal, magazine, other | Microform",https://nla.gov.au/nla.obj-2942966613,https://trove.nla.gov.au/work/5531614,nla.obj-2942966613,other
The Austral chronicle : a bi-weekly journal,,1886,Periodical/Newspaper | Periodical,http://nla.gov.au/nla.obj-184529667,https://trove.nla.gov.au/work/5532444,nla.obj-184529667,digitised
"The Gull : a weekly newspaper published on board the 'Otago' during a four months' voyage from Glasgow to Brisbane : Also containing a complete and truthful statement of the privations and negligences experienced by the emigrants on the voyage, likewise a description of the treatment shown towards the immigrants on the voyage likewise a description of the treatment shown towards the immigrants in the depot on their arrival here, and of the manner in which government inquiries are conducted","Cameron, Keith",1884,Periodical/Newspaper | Periodical,http://nla.gov.au/nla.obj-52848757,https://trove.nla.gov.au/work/5532969,nla.obj-52848757,digitised
National fitness in Australia,Australia. Department of Home Affairs,1970-1980,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-836956100,https://trove.nla.gov.au/work/5532985,nla.obj-836956100,digitised
Australian cricket annual : a complete record of Australian cricket,"Davis, John C",1896-1898,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-376398975,https://trove.nla.gov.au/work/5533107,nla.obj-376398975,digitised
"Australian medicine (Glebe, N.S.W.)",Australian Medical Association,1980-2021,"Periodical | Periodical/Journal, magazine, other | Archived website",https://nla.gov.au/nla.obj-278244503,https://trove.nla.gov.au/work/5534151,nla.obj-278244503,edeposit
Palestine : economic and commercial conditions in Palestine,Great Britain. Board of Trade,1927-1935,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-651793918,https://trove.nla.gov.au/work/5535074,nla.obj-651793918,digitised
Parent & citizen journal (Online),Federation of Parents and Citizens Associations of New South Wales,1900-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-497540102,https://trove.nla.gov.au/work/5535793,nla.obj-497540102,edeposit
Official strike bulletin,"Moir, John Alfred, 1879-",1912,"Periodical | Periodical/Journal, magazine, other | Microform",https://nla.gov.au/nla.obj-2397863197,https://trove.nla.gov.au/work/5536156,nla.obj-2397863197,digitised
Quinquennial investigation of the superannuation fund,Australia. Superannuation Board,1957-1972,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-1955159874,https://trove.nla.gov.au/work/5536395,nla.obj-1955159874,digitised
Third sector review / Australian and New Zealand Third Sector Research Limited,Australian and New Zealand Third Sector Research (Association),1990-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-360409763,https://trove.nla.gov.au/work/5537070,nla.obj-360409763,edeposit
The Repeal : official organ of the Passive Resisters' Union,Passive Resisters' Union,1913,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-8419088,https://trove.nla.gov.au/work/5540763,nla.obj-8419088,digitised
"Proceedings of the Parliament of South Australia, with copies of documents ordered to be printed",South Australia. Parliament,1857-2021,"Periodical | Periodical/Journal, magazine, other | Government publication | Microform",http://nla.gov.au/nla.obj-54820741,https://trove.nla.gov.au/work/5542236,nla.obj-54820741,digitised
Official record of debates / Federal Council of Australasia,Federal Council of Australasia,1886-1897,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-2841618,https://trove.nla.gov.au/work/5542881,nla.obj-2841618,digitised
Report of the Australian Universities Commission,"Martin, Leslie Harold, Sir, 1900-1983",1958-1979,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-1311999699,https://trove.nla.gov.au/work/5545832,nla.obj-1311999699,digitised
Tasmanian Aboriginal Heritage Legislation : newsletter / Aboriginal Heritage Office [and the] Office of Aboriginal Affairs,"Tasmania. Department of Tourism, Arts and the Environment",2006-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-1837854309,https://trove.nla.gov.au/work/5546146,nla.obj-1837854309,edeposit
Australia's part in the Colombo plan : progress report to ... ..,Australia. Parliament,1950-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2345795999,https://trove.nla.gov.au/work/5546377,nla.obj-2345795999,digitised
Manual of public examinations,University of Sydney,1800-1919,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-719534812,https://trove.nla.gov.au/work/5546627,nla.obj-719534812,digitised
The Clayfield collegian,Brisbane Boys' College,1916-1930,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-969908133,https://trove.nla.gov.au/work/5547186,nla.obj-969908133,digitised
Portal,Brisbane Boys' College,1916-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-969917508,https://trove.nla.gov.au/work/5547371,nla.obj-969917508,digitised
"Architecture (Sydney, N.S.W.)",Royal Australian Institute of Architects,1900-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2967139558,https://trove.nla.gov.au/work/5548256,nla.obj-2967139558,digitised
Report on general revenue grant relativities / Commonwealth Grants Commission,Commonwealth Grants Commission (Australia),1900-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1426938346,https://trove.nla.gov.au/work/5548280,nla.obj-1426938346,digitised
ABC weekly / Australian Broadcasting Commission,Australian Broadcasting Commission,1900-1959,"Periodical | Periodical/Journal, magazine, other | Microform",https://nla.gov.au/nla.obj-890736639,https://trove.nla.gov.au/work/5550102,nla.obj-890736639,digitised
Everyones,,1920-1937,"Microform | Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-522690001,https://trove.nla.gov.au/work/5550156,nla.obj-522690001,digitised
"Journalist (Sydney, N.S.W.)",Australian Journalists' Association,1900-1992,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2055051665,https://trove.nla.gov.au/work/5550578,nla.obj-2055051665,digitised
Lilley's magazine,"Lilley, Norman",1911-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-498526323,https://trove.nla.gov.au/work/5551708,nla.obj-498526323,digitised
Frank Clune's adventure magazine,"Clune, Frank, 1893-1971",1948-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-324490547,https://trove.nla.gov.au/work/5551773,nla.obj-324490547,digitised
The New Triad,,1927-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-788254980,https://trove.nla.gov.au/work/5552221,nla.obj-788254980,digitised
"The New South Wales magazine, or, Journal of general politics, literature, science, and the arts",,1843-2021,"Periodical | Periodical/Journal, magazine, other | Microform",https://nla.gov.au/nla.obj-1389135662,https://trove.nla.gov.au/work/5553137,nla.obj-1389135662,digitised
The South Australian magazine,"Allen, James, 1806-1886",1841-2021,"Periodical | Periodical/Journal, magazine, other | Microform",https://nla.gov.au/nla.obj-1403577777,https://trove.nla.gov.au/work/5553149,nla.obj-1403577777,digitised
"Science and technology statement (Canberra, A.C.T.)","Australia. Department of Industry, Technology and Commerce",1900-2021,"Periodical | Periodical/Journal, magazine, other | Government publication | Microform",https://nla.gov.au/nla.obj-1006986858,https://trove.nla.gov.au/work/5555883,nla.obj-1006986858,digitised
"Science and technology statement (Canberra, A.C.T.)","Australia. Department of Industry, Technology and Commerce",1900-2021,"Periodical | Periodical/Journal, magazine, other | Government publication | Microform",https://nla.gov.au/nla.obj-1568807932,https://trove.nla.gov.au/work/5555883,nla.obj-1568807932,digitised
"""Coo-ee!"" (Bishops Knoll Hospital (Bristol, England))","Bishops Knoll Hospital (Bristol, England)",1916-1917,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-8423556,https://trove.nla.gov.au/work/5558692,nla.obj-8423556,digitised
The Australian bee bulletin,,1892-1911,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2237504477,https://trove.nla.gov.au/work/5566337,nla.obj-2237504477,digitised
Building and engineering,Master Builders' Federation of Australia,1942-1952,"Periodical | Periodical/Journal, magazine, other | Microform",http://nla.gov.au/nla.obj-319042287,https://trove.nla.gov.au/work/5568514,nla.obj-319042287,digitised
Journal of the Royal Military College of Australia,"Royal Military College (Duntroon, A.C.T.)",1913-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-734748369,https://trove.nla.gov.au/work/5571768,nla.obj-734748369,digitised
The first post,"Australia. Army. Australian Imperial Force (1939-1945). Battalion, 2/1st",1940-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-7907113,https://trove.nla.gov.au/work/5571854,nla.obj-7907113,digitised
Report / Commonwealth Grants Commission,Commonwealth Grants Commission (Australia),1933-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-919768689,https://trove.nla.gov.au/work/5585911,nla.obj-919768689,digitised
Report / Commonwealth Grants Commission,Commonwealth Grants Commission (Australia),1933-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-2510765523,https://trove.nla.gov.au/work/5585911,nla.obj-2510765523,digitised
Victorian news ((Australian Society for Microbiology. Victorian Branch : Online),Australian Society for Microbiology. Victorian Branch,1900-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2911419162,https://trove.nla.gov.au/work/5587679,nla.obj-2911419162,edeposit
Centre lines,National Centre for Research into the Prevention of Drug Abuse (Australia),1990-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2785637970,https://trove.nla.gov.au/work/5665863,nla.obj-2785637970,edeposit
Chisholm health ethics bulletin,Caroline Chisholm Centre for Health Ethics,1995-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-469809400,https://trove.nla.gov.au/work/5671515,nla.obj-469809400,edeposit
Sydney telephone directory : pink pages,Australia. Postmaster-General's Dept,1959-1974,"Government publication | Periodical | Periodical/Journal, magazine, other | Microform",http://nla.gov.au/nla.obj-590880447,https://trove.nla.gov.au/work/5678205,nla.obj-590880447,digitised
Report of activities for the period ... / Department of Aboriginal Affairs,Australia. Department of Aboriginal Affairs,1972-1974,"Government publication | Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-837102261,https://trove.nla.gov.au/work/5687315,nla.obj-837102261,digitised
The United Aborigines messenger,United Aborigines Mission,1929-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-531348827,https://trove.nla.gov.au/work/5694018,nla.obj-531348827,digitised
"Laws, etc",South Australia,1800-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",http://nla.gov.au/nla.obj-53890906,https://trove.nla.gov.au/work/5697742,nla.obj-53890906,digitised
"Laws, etc",Western Australia,1841-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",http://nla.gov.au/nla.obj-55568008,https://trove.nla.gov.au/work/5705502,nla.obj-55568008,digitised
"Petroleum Search Subsidy Act, 1959 : annual statement",Australia. Department of National Development,1959-1976,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1295767956,https://trove.nla.gov.au/work/5706612,nla.obj-1295767956,digitised
States Grants (Dwellings for Aged Pensioners) Act 1969,Australia. Department of Housing,1970-1974,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1284676125,https://trove.nla.gov.au/work/5706843,nla.obj-1284676125,digitised
States Grants (Dwellings for Aged Pensioners) Act 1969,Australia. Department of Housing,1970-1974,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1284534737,https://trove.nla.gov.au/work/5706843,nla.obj-1284534737,digitised
"National fitness, Australia",Australia. Department of Health,1967-1970,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2237504551,https://trove.nla.gov.au/work/5710513,nla.obj-2237504551,digitised
Report to the Treasurer on the administration of part III Defence Forces Retirement Benefits Act 1948-1973,Australia. Defence Forces Retirement Benefits Board,1973-1976,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1277986324,https://trove.nla.gov.au/work/5711648,nla.obj-1277986324,digitised
Service publication (Australian Quarantine Service),Australian Quarantine Service,1913-1920,"Government publication | Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-725298615,https://trove.nla.gov.au/work/5716469,nla.obj-725298615,digitised
Bulletin (Archaeological and Anthropological Society of Victoria : Online),Archaeological and Anthropological Society of Victoria,1982-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2815843703,https://trove.nla.gov.au/work/5725973,nla.obj-2815843703,edeposit
Growing strong (Online),Sydney University Women's Collective,1970-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2925739961,https://trove.nla.gov.au/work/5745253,nla.obj-2925739961,edeposit
Castlemaine Historical Society Inc. newsletter (Online),Castlemaine Historical Society,1986-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-415275423,https://trove.nla.gov.au/work/5761009,nla.obj-415275423,edeposit
General report / Parliamentary Standing Committee on Public Works,Australia. Parliament. Standing Committee on Public Works,1900-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-839314725,https://trove.nla.gov.au/work/5764229,nla.obj-839314725,digitised
Carrier performance / Australian Telecommunications Authority,AUSTEL,1997,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2136905102,https://trove.nla.gov.au/work/5774946,nla.obj-2136905102,digitised
Report (Australia. Human Rights Commission),Australia. Human Rights Commission,1900-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-766348926,https://trove.nla.gov.au/work/5795525,nla.obj-766348926,digitised
Evaluation journal of Australasia,Australasian Evaluation Society,1989-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-677832793,https://trove.nla.gov.au/work/5810887,nla.obj-677832793,edeposit
Geological Survey of Western Australia annual review,Geological Survey of Western Australia,1962-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2559259174,https://trove.nla.gov.au/work/5840456,nla.obj-2559259174,edeposit
"Report / Trench Comforts Fund of the League of Loyal Women, South Australian Division, Australian Comforts Fund",League of Loyal Women of Australia. Trench Comforts Fund,1917-1918,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-359545877,https://trove.nla.gov.au/work/5884906,nla.obj-359545877,digitised
Handbook (Online),University of Sydney. Sydney Conservatorium of Music,1989-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2863547059,https://trove.nla.gov.au/work/5896890,nla.obj-2863547059,edeposit
Newsletter (Maltese Community Council of Victoria : 1999 : Online),Maltese Community Council of Victoria,1980-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2816144241,https://trove.nla.gov.au/work/5956564,nla.obj-2816144241,edeposit
Australia and the World Bank ... : annual report to Parliament under the International Bank for Reconstruction and Development (General Capital Increase) Act 1989 / by ... Treasurer,Australia. Treasury,1989-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-965263512,https://trove.nla.gov.au/work/5987865,nla.obj-965263512,digitised
Royal South Australian almanack and general directory for ... (1845),"Garran, Andrew, 1825-1901",1845-1850,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2872129375,https://trove.nla.gov.au/work/6076787,nla.obj-2872129375,digitised
Royal South Australian almanack and general directory for ... (1845),"Garran, Andrew, 1825-1901",1845-1850,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2886353231,https://trove.nla.gov.au/work/6076787,nla.obj-2886353231,digitised
The South Australian almanack and Adelaide and colonial directory for ..,"Cotter, Thomas Young",1840-1844,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2873318879,https://trove.nla.gov.au/work/6076929,nla.obj-2873318879,digitised
Marist Mission newsletter (Online),"Marist Mission Centre (Hunter's Hill, N.S.W.)",1999-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-521560971,https://trove.nla.gov.au/work/6087597,nla.obj-521560971,edeposit
"Universal service (Sydney, N.S.W.)","Universal Service League (Sydney, N.S.W.)",1916,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-282427596,https://trove.nla.gov.au/work/6118560,nla.obj-282427596,digitised
